iso3c,year,gdp_percap
IMN,1993,
IMN,2013,
IMN,2010,
IMN,2005,
IMN,2008,
IMN,2002,
IMN,1990,
IMN,2011,
IMN,2012,
IMN,2001,
IMN,1999,
IMN,1997,
IMN,1998,
IND,1998,1764.878225
IND,2009,3920.160158
IND,2007,3484.75621
IND,2008,3637.75583
IND,2012,4921.842308
IND,2011,4634.945162
IND,1995,1500.681341
IND,1996,1612.534898
IND,2002,2182.244557
IND,2013,5267.044605
IND,2014,5679.588274
IND,1991,1172.563612
IND,1992,1239.995548
IND,1993,1303.896725
IND,2010,4315.439627
IND,1990,1146.027972
IND,1999,1915.390649
IND,2.00E+03,1998.488658
IND,1997,1674.869744
IND,1994,1393.002443
IND,2006,3172.707329
IND,2005,2860.885701
IND,2001,2105.841013
IND,2003,2361.334849
IND,2004,2576.537621
IND,2015,6100.66319
IRQ,1997,6261.992841
IRQ,2.00E+03,9647.867025
IRQ,2009,11875.01418
IRQ,1998,8274.354902
IRQ,2006,10733.44505
IRQ,1999,9581.242071
IRQ,2008,11715.84706
IRQ,1996,5239.797908
IRQ,2010,12417.76967
IRQ,2004,9237.933315
IRQ,2012,14813.56491
IRQ,2001,9810.552687
IRQ,2015,15394.76875
IRQ,2014,15266.47091
IRQ,2007,10893.2098
IRQ,1993,4595.895782
IRQ,1994,4729.199334
IRQ,1995,4781.224506
IRQ,2003,5989.182462
IRQ,2011,13203.0478
IRQ,1992,3548.713757
IRQ,2002,9019.144263
IRQ,2013,15501.32754
IRQ,1991,2691.915566
IRQ,2005,9697.903736
IRQ,1990,7442.848865
IRN,1996,8498.849499
IRN,2014,17388.43094
IRN,2015,
IRN,1994,7735.27184
IRN,2008,15798.96459
IRN,1992,7818.409534
IRN,1995,7976.634485
IRN,2010,17163.07927
IRN,2007,15526.55584
IRN,2006,14016.40034
IRN,2013,16581.85058
IRN,1999,8860.448528
IRN,2011,17949.24442
IRN,2012,16853.78282
IRN,1990,6575.583579
IRN,1993,7795.259816
IRN,2004,12236.62544
IRN,2005,13011.73786
IRN,1997,8603.933181
IRN,2009,16100.89151
IRN,2002,10548.37795
IRN,1991,7508.874979
IRN,1998,8712.140303
IRN,2003,11547.40372
IRN,2001,9739.503969
IRN,2.00E+03,9435.981839
ISL,1997,26945.36405
ISL,2001,31540.70971
ISL,1998,28572.16552
ISL,2006,38718.56327
ISL,2002,32059.13925
ISL,2009,40962.39628
ISL,2.00E+03,29427.53281
ISL,2010,38358.70575
ISL,2011,39440.84326
ISL,1995,24096.88025
ISL,1991,22551.70055
ISL,1992,22009.24291
ISL,2012,40418.43894
ISL,1999,29380.29701
ISL,2015,47202.22031
ISL,2004,35297.60467
ISL,2007,40721.20502
ISL,2008,42412.07887
ISL,1990,22129.16802
ISL,2005,37093.18819
ISL,1996,24998.13223
ISL,1994,23705.32406
ISL,2003,32282.97456
ISL,1993,22597.90812
ISL,2014,43960.96675
ISL,2013,42386.63922
ITA,2.00E+03,27006.39772
ITA,2007,33983.15182
ITA,1993,20329.85735
ITA,1997,23802.36547
ITA,1994,21204.78316
ITA,1996,22969.28367
ITA,1991,19444.88923
ITA,1998,24921.55117
ITA,1995,22271.61775
ITA,2010,35075.7532
ITA,1990,18546.22739
ITA,2001,27996.73118
ITA,1999,25531.62414
ITA,2014,36293.80318
ITA,2011,36347.34335
ITA,2008,35402.91755
ITA,2004,29468.15937
ITA,2005,30051.77252
ITA,2006,32350.57784
ITA,2012,36237.10964
ITA,1992,20040.46078
ITA,2015,37217.38433
ITA,2009,34549.27609
ITA,2003,29079.55062
ITA,2013,36163.74881
ITA,2002,28641.55892
CHI,1998,
CHI,1999,
CHI,2001,
CHI,1995,
CHI,1996,
CHI,1997,
CHI,2002,
CHI,2013,
CHI,2011,
CHI,2.00E+03,
CHI,2014,
CHI,1993,
CHI,1994,
CHI,2003,
CHI,2006,
CHI,2007,
CHI,2008,
CHI,2005,
CHI,2015,
CHI,1990,
CHI,1991,
CHI,2012,
CHI,2009,
CHI,2010,
CHI,1992,
CHI,2004,
JAM,1992,5323.015266
JAM,1991,5146.405329
JAM,2003,7154.770854
JAM,2004,7409.049796
JAM,1990,4785.172034
JAM,2002,6805.439747
JAM,2011,8326.450416
JAM,2012,8394.735755
JAM,1994,6063.586244
JAM,2010,8051.846149
JAM,2001,6612.594492
JAM,2013,8541.585957
JAM,2009,8107.827522
JAM,1993,5910.160691
JAM,2015,8872.907305
JAM,2005,7675.924621
JAM,2014,8723.178661
JAM,1996,6327.297653
JAM,1997,6304.221844
JAM,1998,6168.401581
JAM,1999,6275.10529
JAM,2.00E+03,6424.186639
JAM,2007,8393.716919
JAM,2008,8449.018008
JAM,1995,6277.908766
JAM,2006,8100.11663
JOR,2001,6494.909685
JOR,1999,5849.663243
JOR,2006,9019.720151
JOR,2002,6851.293727
JOR,2003,7129.321426
JOR,2.00E+03,6136.91822
JOR,2009,10271.31861
JOR,2010,10229.91751
JOR,2011,10324.44669
JOR,2005,8395.072853
JOR,1998,5656.067113
JOR,2013,10567.60645
JOR,2014,10788.92301
JOR,2012,10432.1751
JOR,2004,7754.094946
JOR,1990,4305.512119
JOR,1995,5321.441538
JOR,2015,10902.47325
JOR,2008,10077.61523
JOR,1993,4998.746243
JOR,1996,5372.469092
JOR,1997,5523.510749
JOR,1992,4932.229959
JOR,2007,9618.181469
JOR,1991,4299.270566
JOR,1994,5104.68471
JPN,1992,21052.31921
JPN,2014,39449.4426
JPN,2001,27476.91553
JPN,1996,24535.93178
JPN,1991,20466.64704
JPN,2.00E+03,26795.20743
JPN,2013,39023.0717
JPN,1997,25141.54936
JPN,2002,28160.10761
JPN,1990,19229.66581
JPN,1994,22368.10145
JPN,2010,34996.32446
JPN,2015,40763.4037
JPN,1999,25325.70726
JPN,2007,34529.13336
JPN,1995,23416.55178
JPN,2003,28867.92278
JPN,2012,37211.06922
JPN,2008,34798.7659
JPN,2006,33057.58961
JPN,1998,25061.77766
JPN,1993,21536.85562
JPN,2009,33099.27036
JPN,2011,35779.09741
JPN,2005,31663.4531
JPN,2004,30382.78917
KEN,1994,1549.731759
KEN,1991,1557.277993
KEN,1990,1535.668458
KEN,1992,1529.81504
KEN,1995,1605.603975
KEN,2009,2327.843369
KEN,2005,2019.359786
KEN,2015,3088.794229
KEN,1999,1704.797461
KEN,2.00E+03,1710.876774
KEN,2006,2158.893935
KEN,2002,1761.750776
KEN,2003,1802.214527
KEN,2004,1896.195018
KEN,2001,1770.558985
KEN,1997,1651.440248
KEN,1993,1523.360966
KEN,2007,2306.86625
KEN,2011,2622.730169
KEN,1996,1657.716687
KEN,1998,1682.157691
KEN,2012,2718.986459
KEN,2013,2843.351205
KEN,2014,2969.023249
KEN,2008,2296.312423
KEN,2010,2487.224552
KGZ,1995,1236.819912
KGZ,1996,1328.807047
KGZ,1991,2103.672424
KGZ,1992,1831.53856
KGZ,1994,1293.884353
KGZ,2008,2681.122187
KGZ,1993,1584.779171
KGZ,2006,2218.727934
KGZ,2012,2922.702873
KGZ,2014,3351.528671
KGZ,2009,2746.102655
KGZ,2010,2733.729337
KGZ,1990,2245.792715
KGZ,2005,2110.377936
KGZ,2015,3433.680163
KGZ,2002,1764.905161
KGZ,2003,1906.556261
KGZ,2011,2920.60321
KGZ,2007,2448.899199
KGZ,2001,1754.554341
KGZ,2013,3229.349349
KGZ,2.00E+03,1644.311975
KGZ,1998,1488.331303
KGZ,2004,2071.417492
KGZ,1997,1464.04839
KGZ,1999,1543.245479
KHM,1995,801.0642921
KHM,1994,761.3493085
KHM,2003,1360.912011
KHM,1993,707.0803498
KHM,2005,1746.878825
KHM,2004,1518.086216
KHM,2007,2189.504168
KHM,1996,834.2719347
KHM,2006,1964.211764
KHM,2001,1176.442768
KHM,2002,1250.965446
KHM,1990,
KHM,1991,
KHM,1992,
KHM,1999,998.8246051
KHM,2008,2346.803965
KHM,2014,3278.832085
KHM,2.00E+03,1086.55943
KHM,2013,3058.214429
KHM,2011,2648.650018
KHM,2010,2462.45279
KHM,2015,3490.419028
KHM,1997,871.214874
KHM,1998,900.7307851
KHM,2012,2846.657445
KHM,2009,2331.425309
KIR,1995,1378.820287
KIR,1996,1406.436266
KIR,2.00E+03,1590.908787
KIR,2008,1757.886156
KIR,2006,1748.357037
KIR,1994,1369.199205
KIR,2007,1795.309772
KIR,2012,1794.400591
KIR,1998,1515.652598
KIR,1992,1308.664742
KIR,1999,1489.368315
KIR,2003,1669.056465
KIR,2009,1738.760095
KIR,1997,1431.080402
KIR,2002,1632.689646
KIR,1993,1334.514425
KIR,2011,1706.383125
KIR,2005,1759.48203
KIR,1991,1286.873047
KIR,2015,1994.767601
KIR,2014,1940.561684
KIR,2004,1656.209922
KIR,2010,1696.578084
KIR,2001,1576.121796
KIR,2013,1894.621967
KIR,1990,1267.554619
COM,1996,1016.089116
COM,2013,1466.937397
COM,1995,1039.187702
COM,2007,1351.097605
COM,2008,1349.836947
COM,1994,1010.43598
COM,1991,973.1297276
COM,2014,1487.777216
COM,2015,1483.440932
COM,2009,1353.195478
COM,2004,1250.253681
COM,2.00E+03,1162.375026
COM,1992,1049.070602
COM,1993,1074.736267
COM,2010,1366.097136
COM,2003,1222.978143
COM,2005,1295.42876
COM,2006,1337.740119
COM,2002,1203.0771
COM,1990,1025.25869
COM,2011,1396.033351
COM,2012,1429.09389
COM,2001,1186.637946
COM,1999,1051.765079
COM,1997,1046.379997
COM,1998,1043.18081
KNA,1998,13752.86371
KNA,2009,21091.28497
KNA,2007,20409.92661
KNA,2008,21847.77648
KNA,1997,13854.53545
KNA,1999,14260.74863
KNA,2011,21283.33027
KNA,1996,12887.70327
KNA,2002,16282.1674
KNA,2013,22696.87541
KNA,2014,24194.39239
KNA,1991,9322.216146
KNA,1992,9858.170168
KNA,1993,10676.87759
KNA,2010,20615.59909
KNA,1995,12093.26073
KNA,2006,20169.98253
KNA,2012,21283.37306
KNA,2001,15991.45567
KNA,1990,9259.739493
KNA,2003,15930.36275
KNA,2.00E+03,15113.47007
KNA,2015,25088.1606
KNA,1994,11340.5919
KNA,2005,18736.49471
KNA,2004,16859.47526
KOR,1994,12088.22443
KOR,2009,28392.75636
KOR,2010,30465.24505
KOR,2011,31327.1269
KOR,1991,9533.0266
KOR,2008,28718.04484
KOR,1993,11033.43674
KOR,2006,25863.21949
KOR,2007,27872.08837
KOR,2014,33856.57883
KOR,1995,13371.98967
KOR,1996,14556.46664
KOR,1990,8436.246014
KOR,2001,19189.56937
KOR,1992,10216.31714
KOR,2004,22967.81286
KOR,2005,24219.78886
KOR,2012,32222.59394
KOR,2013,32816.15889
KOR,1998,14696.30532
KOR,2015,34647.07478
KOR,2.00E+03,18083.08126
KOR,1997,15481.59918
KOR,2002,20784.9456
KOR,2003,21389.24607
KOR,1999,16428.84666
KWT,1996,59505.03751
KWT,1991,
KWT,1997,60242.10005
KWT,1998,60267.03206
KWT,2008,88250.00289
KWT,1992,
KWT,2.00E+03,58904.02452
KWT,1995,58117.76583
KWT,2011,76308.59071
KWT,2009,77582.1493
KWT,2005,83703.23667
KWT,2010,72204.3813
KWT,1990,
KWT,2004,76978.40709
KWT,1999,57276.44483
KWT,1993,
KWT,1994,
KWT,2015,74645.48246
KWT,2003,69909.19638
KWT,2014,75197.02929
KWT,2001,58839.07136
KWT,2002,59961.95117
KWT,2012,78492.39685
KWT,2013,76767.89073
KWT,2006,87875.56333
KWT,2007,90003.76351
CYM,1993,
CYM,2007,
CYM,1994,
CYM,1995,
CYM,2006,
CYM,1999,
CYM,1991,
CYM,2008,
CYM,2005,
CYM,1990,
CYM,1997,
CYM,1998,
CYM,2009,
CYM,1996,
CYM,2002,
CYM,2003,
CYM,2004,
CYM,2.00E+03,
CYM,2001,
CYM,2010,
CYM,1992,
CYM,2015,
CYM,2013,
CYM,2011,49902.14655
CYM,2014,
CYM,2012,
KAZ,1996,6274.410381
KAZ,2014,24845.45414
KAZ,1997,6593.64628
KAZ,1995,6039.10301
KAZ,2015,25044.87801
KAZ,1998,6652.406839
KAZ,1994,6332.205205
KAZ,2011,21277.70637
KAZ,2008,18513.92541
KAZ,2013,23773.81933
KAZ,2012,22392.20367
KAZ,2002,10225.4459
KAZ,1999,7002.960924
KAZ,2.00E+03,7887.892984
KAZ,2001,9172.369178
KAZ,1992,7471.688544
KAZ,2006,16098.51091
KAZ,2007,17793.14788
KAZ,1993,6991.931718
KAZ,2009,18387.20191
KAZ,2010,19690.38497
KAZ,2005,14259.0187
KAZ,1991,7708.657901
KAZ,1990,8434.960627
KAZ,2003,11360.99333
KAZ,2004,12705.43385
LAO,1997,1578.324899
LAO,2.00E+03,1855.126727
LAO,2001,1976.265761
LAO,1992,1148.53012
LAO,1996,1481.909906
LAO,1990,1045.000844
LAO,1991,1094.307858
LAO,1995,1391.451811
LAO,2002,2095.380299
LAO,2008,3389.004053
LAO,1998,1627.791909
LAO,1999,1742.705879
LAO,2006,2889.424996
LAO,2007,3137.505366
LAO,2004,2408.704086
LAO,2011,4222.178629
LAO,2010,3894.025214
LAO,2012,4568.912673
LAO,2014,5333.525388
LAO,2009,3606.646476
LAO,1994,1304.384919
LAO,2005,2622.999124
LAO,1993,1211.773854
LAO,2013,4954.368504
LAO,2003,2235.675887
LAO,2015,5691.257819
LBN,1999,9825.214516
LBN,2007,12531.43013
LBN,1997,9475.324495
LBN,1998,9854.471567
LBN,2011,15683.58332
LBN,2013,14535.741
LBN,2.00E+03,9936.071581
LBN,2010,15951.90136
LBN,2003,10199.93341
LBN,1993,7914.622047
LBN,2008,13862.01357
LBN,2009,15139.91798
LBN,2006,11240.9978
LBN,2002,10179.54985
LBN,1991,7124.293907
LBN,2014,14189.75726
LBN,1996,9601.301933
LBN,1990,5080.253053
LBN,2015,13936.25829
LBN,1992,7427.335468
LBN,2001,10164.78825
LBN,1995,9079.572794
LBN,2005,10927.81332
LBN,2012,15221.44686
LBN,1994,8513.411396
LBN,2004,10635.27605
LCA,2.00E+03,7869.959244
LCA,2013,10498.77226
LCA,2014,10655.13978
LCA,1999,7458.253273
LCA,2010,10333.85409
LCA,1995,6422.31502
LCA,1996,6804.872698
LCA,2015,10944.33413
LCA,1994,6165.397155
LCA,2009,10516.05123
LCA,1990,5130.86842
LCA,1997,6855.756891
LCA,1998,7270.671758
LCA,2002,7751.139145
LCA,2005,9136.551459
LCA,2011,10461.42512
LCA,2001,7705.898848
LCA,1993,6021.556621
LCA,2008,10623.91123
LCA,2006,10054.88328
LCA,2007,10153.56044
LCA,2012,10406.22658
LCA,1992,5801.064403
LCA,2004,9028.111906
LCA,1991,5366.763058
LCA,2003,8204.545673
LIE,2002,
LIE,1993,
LIE,1992,
LIE,1999,
LIE,2001,
LIE,1996,
LIE,1997,
LIE,1998,
LIE,1990,
LIE,2.00E+03,
LIE,1991,
LIE,2005,
LIE,2015,
LIE,1994,
LIE,2012,
LIE,2013,
LIE,2003,
LIE,2011,
LIE,1995,
LIE,2009,
LIE,2014,
LIE,2008,
LIE,2006,
LIE,2004,
LIE,2010,
LIE,2007,
LKA,2006,6400.816758
LKA,1991,2526.918444
LKA,1990,2369.185708
LKA,1992,2664.673197
LKA,2008,7467.591882
LKA,1993,2882.752846
LKA,2005,5811.505852
LKA,2014,11210.29799
LKA,2001,4419.803392
LKA,2009,7731.668695
LKA,2004,5339.521248
LKA,2003,4965.727538
LKA,2011,9213.320943
LKA,2015,11762.77758
LKA,2002,4630.59243
LKA,2010,8389.990393
LKA,2013,10595.71291
LKA,2007,6964.986319
LKA,1994,3077.032251
LKA,1997,3705.825002
LKA,1995,3284.274687
LKA,2.00E+03,4422.564855
LKA,1996,3445.385334
LKA,2012,10163.85871
LKA,1999,4106.477766
LKA,1998,3900.335345
LBR,1992,
LBR,2.00E+03,663.0650547
LBR,1990,
LBR,2003,484.9723443
LBR,1993,
LBR,2014,846.5670329
LBR,1991,
LBR,2013,845.6718356
LBR,1999,531.6851246
LBR,1998,461.0350644
LBR,2001,673.1113023
LBR,1994,
LBR,2012,784.5123573
LBR,1996,
LBR,2006,571.1992315
LBR,2002,692.5550687
LBR,2005,530.9610917
LBR,2007,617.2337093
LBR,2010,683.7921258
LBR,2004,501.664453
LBR,1997,
LBR,2009,659.4439242
LBR,2011,732.6330069
LBR,2015,835.3669347
LBR,2008,646.6985008
LBR,1995,
LSO,1994,1137.880716
LSO,2006,1895.367466
LSO,1993,1073.517623
LSO,1998,1324.23373
LSO,2007,2010.914252
LSO,1999,1339.209168
LSO,1995,1185.031347
LSO,1992,1034.494868
LSO,1990,882.3632414
LSO,2002,1521.941336
LSO,2003,1620.257161
LSO,1996,1249.967409
LSO,1997,1303.860885
LSO,2009,2213.516069
LSO,2010,2356.656157
LSO,2004,1682.406153
LSO,2005,1775.318625
LSO,2001,1487.722587
LSO,2014,2906.987276
LSO,2015,2949.513387
LSO,1991,964.0028722
LSO,2012,2701.592107
LSO,2008,2170.050586
LSO,2.00E+03,1411.27243
LSO,2011,2545.397552
LSO,2013,2766.061215
LTU,2007,19087.99427
LTU,1990,
LTU,2004,13040.72183
LTU,1992,
LTU,1993,
LTU,2006,16493.95022
LTU,2014,28067.08341
LTU,1994,
LTU,2003,12066.93123
LTU,2001,9473.287
LTU,1999,7821.672446
LTU,2.00E+03,8451.123731
LTU,2008,20744.01164
LTU,2002,10494.36325
LTU,2013,26686.78585
LTU,2010,20129.65379
LTU,1991,
LTU,1995,5920.149356
LTU,2012,24647.98842
LTU,2009,18164.49588
LTU,2005,14526.04738
LTU,2015,28775.86324
LTU,1997,7065.021492
LTU,1998,7755.124695
LTU,2011,22845.33564
LTU,1996,6379.701028
LUX,1992,35137.46466
LUX,1996,41278.12488
LUX,2011,90006.22049
LUX,1993,36984.77516
LUX,1995,39498.3117
LUX,1991,34191.55268
LUX,1999,50549.4387
LUX,1997,42735.23496
LUX,1994,38684.64472
LUX,2010,84386.40515
LUX,2006,77075.41337
LUX,2007,83016.76189
LUX,2012,90504.74526
LUX,2009,80784.58855
LUX,2013,95762.46988
LUX,2014,99732.45934
LUX,2008,85599.82201
LUX,2003,59323.95422
LUX,1990,30868.13353
LUX,2004,63465.82914
LUX,2005,67544.15722
LUX,2.00E+03,54831.58134
LUX,2002,58005.65347
LUX,1998,44363.42003
LUX,2015,103837.571
LUX,2001,55442.88122
LVA,2001,9055.866418
LVA,2008,19432.17901
LVA,1999,7405.286932
LVA,2004,12223.0729
LVA,2009,16889.12074
LVA,2011,19740.79226
LVA,2012,21216.79633
LVA,2007,18122.12115
LVA,2013,22684.46728
LVA,2010,17592.57257
LVA,1997,6480.02933
LVA,1996,5796.755365
LVA,1993,
LVA,2002,10070.03327
LVA,2006,15761.5729
LVA,2003,11025.93411
LVA,2015,24899.18457
LVA,1994,
LVA,1998,7069.52091
LVA,2014,23884.12917
LVA,1995,5504.722036
LVA,2.00E+03,8013.11294
LVA,2005,13847.56979
LVA,1990,
LVA,1991,
LVA,1992,
LBY,2010,28583.466
LBY,1995,
LBY,2008,27525.07035
LBY,1991,
LBY,1992,
LBY,1993,
LBY,2012,
LBY,2007,26753.94741
LBY,2005,23154.43219
LBY,2009,27135.35654
LBY,2011,11023.43714
LBY,1997,
LBY,1990,
LBY,2002,17039.09332
LBY,2003,19322.86512
LBY,1994,
LBY,2006,24962.8054
LBY,2013,
LBY,2014,
LBY,1996,
LBY,2.00E+03,17435.83155
LBY,2001,17224.98889
LBY,2015,
LBY,1999,16730.8571
LBY,2004,20397.96471
LBY,1998,
MAR,1997,3169.324623
MAR,1992,2697.315259
MAR,1999,3438.378293
MAR,1996,3209.179277
MAR,2009,6133.763743
MAR,1993,2694.048787
MAR,1994,2993.016457
MAR,2011,6746.899456
MAR,1998,3391.452926
MAR,2010,6365.189662
MAR,2006,5262.52
MAR,1990,2521.369376
MAR,1991,2742.403651
MAR,2005,4796.499521
MAR,2.00E+03,3542.766114
MAR,2007,5533.290467
MAR,1995,2845.807817
MAR,2012,6979.899079
MAR,2004,4545.539605
MAR,2001,3846.516371
MAR,2003,4264.271943
MAR,2002,3985.802655
MAR,2014,7524.045167
MAR,2015,7841.484355
MAR,2008,5909.277886
MAR,2013,7309.586314
MCO,1994,
MCO,2007,
MCO,1995,
MCO,1991,
MCO,2006,
MCO,2008,
MCO,1992,
MCO,2009,
MCO,1996,
MCO,1997,
MCO,1998,
MCO,1999,
MCO,2001,
MCO,1990,
MCO,2003,
MCO,2004,
MCO,2005,
MCO,2015,
MCO,2010,
MCO,2011,
MCO,1993,
MCO,2013,
MCO,2002,
MCO,2.00E+03,
MCO,2012,
MCO,2014,
MDA,1997,1893.041787
MDA,2015,5048.967871
MDA,1998,1789.118318
MDA,1999,1758.071675
MDA,1996,1824.269765
MDA,1993,
MDA,1994,
MDA,1995,1899.622233
MDA,2011,4179.214809
MDA,2014,5017.093636
MDA,2013,4700.234439
MDA,2012,4226.959198
MDA,2003,2393.417558
MDA,2.00E+03,1839.712736
MDA,2001,2000.887403
MDA,2002,2195.14622
MDA,2006,3190.121573
MDA,2007,3381.098617
MDA,1991,
MDA,1992,
MDA,2010,3831.749187
MDA,2005,2945.080151
MDA,2008,3723.402213
MDA,2009,3531.032976
MDA,1990,
MDA,2004,2647.756644
MNE,1990,
MNE,1991,
MNE,1993,
MNE,1994,
MNE,1998,
MNE,1992,
MNE,2.00E+03,5998.015356
MNE,1997,
MNE,2002,7098.965769
MNE,1999,
MNE,2003,7332.150657
MNE,2001,6788.593417
MNE,2004,7840.786609
MNE,2009,12981.90591
MNE,1995,
MNE,2011,14472.44346
MNE,2008,13737.66333
MNE,2013,14883.66734
MNE,2010,13661.31294
MNE,2005,8313.642308
MNE,2012,13863.9398
MNE,2007,12402.38582
MNE,2014,15410.07265
MNE,1996,
MNE,2015,16050.16431
MNE,2006,10354.44716
MAF,2001,
MAF,2.00E+03,
MAF,2014,
MAF,1999,
MAF,2012,
MAF,2008,
MAF,2009,
MAF,1998,
MAF,2007,
MAF,1997,
MAF,2004,
MAF,2010,
MAF,2011,
MAF,2003,
MAF,1992,
MAF,1993,
MAF,2002,
MAF,1991,
MAF,2015,
MAF,2013,
MAF,1995,
MAF,1996,
MAF,1994,
MAF,2005,
MAF,2006,
MAF,1990,
MDG,2001,1205.262299
MDG,2013,1414.171537
MDG,2014,1446.390247
MDG,2015,1465.344818
MDG,2.00E+03,1146.177794
MDG,1995,1022.338465
MDG,1996,1030.426049
MDG,1997,1052.90098
MDG,1999,1103.537993
MDG,2010,1362.298772
MDG,2009,1380.565922
MDG,2011,1371.648575
MDG,1994,1015.760282
MDG,2002,1036.723372
MDG,1990,1073.382255
MDG,1992,1012.452528
MDG,2012,1399.513945
MDG,1993,1026.470611
MDG,2005,1240.334971
MDG,2006,1304.444605
MDG,2007,1382.710545
MDG,1998,1071.701392
MDG,2008,1468.210299
MDG,2003,1126.581534
MDG,1991,1008.346119
MDG,2004,1182.875723
MHL,2002,2555.557193
MHL,2001,2451.677719
MHL,1992,2024.43868
MHL,2003,2613.255579
MHL,1990,1864.948114
MHL,1996,2303.080492
MHL,1997,2178.79068
MHL,1998,2130.521544
MHL,1999,2105.02843
MHL,2.00E+03,2276.036208
MHL,1991,1881.733138
MHL,2005,2849.270478
MHL,1994,2319.602878
MHL,1995,2540.220479
MHL,2013,3828.434906
MHL,2014,3851.797232
MHL,2015,3910.915398
MHL,2012,3689.35326
MHL,1993,2167.680708
MHL,2009,3144.913209
MHL,2004,2685.737648
MHL,2011,3501.48705
MHL,2007,3177.432208
MHL,2010,3381.346046
MHL,2008,3181.575664
MHL,2006,2992.032988
MKD,1992,4916.699509
MKD,1991,5115.330342
MKD,1993,4686.404835
MKD,2009,10979.36747
MKD,2008,10479.05076
MKD,2007,9302.411926
MKD,1994,4723.043312
MKD,2005,7825.705501
MKD,1990,5255.594374
MKD,2010,11341.03118
MKD,2006,8656.05672
MKD,2012,11868.35223
MKD,1997,5034.480114
MKD,2015,14076.48313
MKD,2003,6564.427474
MKD,2004,7149.815766
MKD,2013,12686.55505
MKD,2014,13476.98312
MKD,1995,4774.200353
MKD,2011,11648.2996
MKD,1996,4907.014145
MKD,2.00E+03,6191.617251
MKD,1998,5234.898189
MKD,1999,5490.704211
MKD,2002,6368.232266
MKD,2001,6106.226221
MLI,1990,820.3660045
MLI,1993,919.9709586
MLI,1995,951.5093289
MLI,1992,894.5029319
MLI,2003,1446.4357
MLI,2.00E+03,1151.234785
MLI,1991,926.4254357
MLI,1994,948.8613162
MLI,2004,1462.69068
MLI,2013,1843.482217
MLI,2001,1319.212046
MLI,2002,1340.200972
MLI,2015,2028.157518
MLI,2006,1626.255578
MLI,1999,1158.866768
MLI,2007,1671.442481
MLI,2005,1557.653315
MLI,1998,1109.998177
MLI,2009,1763.44503
MLI,2011,1862.940401
MLI,1997,1048.581168
MLI,2012,1826.135914
MLI,2008,1727.307207
MLI,2010,1822.967574
MLI,2014,1950.58824
MLI,1996,1009.961778
MMR,2006,2272.961717
MMR,1994,606.087961
MMR,1999,871.0159133
MMR,1993,558.769369
MMR,1998,783.1849743
MMR,1992,520.8578783
MMR,2002,1269.887222
MMR,1995,653.6256781
MMR,2005,1964.670684
MMR,1997,741.6292908
MMR,2009,3207.781083
MMR,2003,1460.658449
MMR,1996,699.3663087
MMR,1990,464.4190582
MMR,2001,1127.880536
MMR,2013,4479.631121
MMR,1991,470.2542272
MMR,2008,2898.957431
MMR,2012,4099.89264
MMR,2015,5249.744742
MMR,2.00E+03,1001.325192
MMR,2007,2595.574306
MMR,2004,1689.595492
MMR,2014,4882.445329
MMR,2010,3534.787519
MMR,2011,3780.81768
MNG,2008,7274.126952
MNG,1995,3094.18548
MNG,1991,3076.084463
MNG,1994,2871.205088
MNG,2005,5384.32093
MNG,1993,2773.653954
MNG,2014,12012.23691
MNG,2006,5949.15142
MNG,2009,7128.216004
MNG,2007,6644.318275
MNG,1990,3310.861425
MNG,2001,3849.422652
MNG,1992,2822.418429
MNG,2003,4378.350592
MNG,2002,4053.677655
MNG,2011,8889.345538
MNG,2015,12220.78134
MNG,2004,4921.782863
MNG,2010,7552.646083
MNG,2.00E+03,3689.700412
MNG,1996,3195.322617
MNG,1999,3598.663343
MNG,1997,3349.008646
MNG,2012,9990.038049
MNG,2013,11132.39095
MNG,1998,3468.876894
MAC,1997,29984.13823
MAC,1992,26281.89906
MAC,2011,117340.9708
MAC,1993,27773.9918
MAC,1994,29075.64732
MAC,1996,30064.4712
MAC,1999,27749.6014
MAC,2012,127938.9187
MAC,2008,78666.56591
MAC,1995,30147.85878
MAC,1991,23190.13034
MAC,2007,76777.76402
MAC,2015,111496.6294
MAC,1990,22228.86028
MAC,2010,96619.8444
MAC,2014,140813.518
MAC,2005,58922.09749
MAC,2009,78134.58288
MAC,2013,141947.0252
MAC,2004,53929.953
MAC,1998,28447.27113
MAC,2006,67157.30792
MAC,2003,42126.84235
MAC,2001,34407.77326
MAC,2002,37539.92824
MAC,2.00E+03,29550.14902
MNP,2013,
MNP,2011,
MNP,2001,
MNP,1997,
MNP,2009,
MNP,1999,
MNP,2012,
MNP,2004,
MNP,2.00E+03,
MNP,2002,
MNP,1998,
MNP,2007,
MNP,2008,
MNP,1994,
MNP,2010,
MNP,1996,
MNP,2014,
MNP,2005,
MNP,2006,
MNP,2003,
MNP,1995,
MNP,2015,
MNP,1993,
MNP,1991,
MNP,1992,
MNP,1990,
MRT,1994,1910.714069
MRT,2009,3158.549257
MRT,2011,3403.534526
MRT,1995,2080.411783
MRT,1991,1861.547515
MRT,1992,1885.770809
MRT,2010,3266.294626
MRT,2007,3233.9714
MRT,2006,3145.575979
MRT,2008,3248.813181
MRT,2015,
MRT,1996,2176.551832
MRT,2012,3575.986354
MRT,1990,1819.88923
MRT,2002,2184.104606
MRT,1993,1986.535291
